Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
48,,,,,71.58492224,39.65225506,3874.146,0.011,0.01,0.01,0.015,2.134,m,FIX,2022-07-26 11:54:50.2 UTC+06:00,2022-07-26 11:54:55.2 UTC+06:00,6,1.4,,,,71.58390014,39.65183881,3870.069,99.404,Global CS
49 Real,,,,,71.5849982,39.65228625,3879.034,0.029,0.035,0.011,0.045,2.134,m,FIX,2022-07-26 13:17:40.8 UTC+06:00,2022-07-26 13:17:45.8 UTC+06:00,6,1.8,,,,71.58391564,39.65184122,3874.381,105.485,Global CS
50 Real,,,,,71.58504299,39.65230709,3880.452,0.043,0.041,0.015,0.059,2.134,m,FIX,2022-07-26 13:18:04.8 UTC+06:00,2022-07-26 13:18:09.8 UTC+06:00,6,1.8,,,,71.58391564,39.65184122,3874.381,110.079,Global CS
51,,,,,71.58509334,39.65232877,3881.752,0.014,0.011,0.012,0.018,2.134,m,FIX,2022-07-26 13:18:37.8 UTC+06:00,2022-07-26 13:18:43.9 UTC+06:00,7,1.8,,,,71.58391564,39.65184122,3874.381,115.134,Global CS
52,,,,,71.58514486,39.65234806,3882.106,0.012,0.011,0.012,0.016,2.134,m,FIX,2022-07-26 13:19:01.8 UTC+06:00,2022-07-26 13:19:07.9 UTC+06:00,7,1.8,,,,71.58391564,39.65184122,3874.381,120.051,Global CS
53,,,,,71.58519426,39.65237013,3882.855,0.01,0.011,0.014,0.015,2.134,m,FIX,2022-07-26 13:19:31.9 UTC+06:00,2022-07-26 13:19:37.9 UTC+06:00,7,1.8,,,,71.58391564,39.65184122,3874.381,124.988,Global CS
54,,,,,71.58524461,39.65239159,3883.002,0.011,0.011,0.01,0.015,2.134,m,FIX,2022-07-26 13:19:51.9 UTC+06:00,2022-07-26 13:19:57.9 UTC+06:00,7,1.6,,,,71.58391564,39.65184122,3874.381,129.921,Global CS
55,,,,,71.58528589,39.65241663,3884.039,0.012,0.013,0.01,0.018,2.134,m,FIX,2022-07-26 13:20:15.9 UTC+06:00,2022-07-26 13:20:21.9 UTC+06:00,7,1.6,,,,71.58391564,39.65184122,3874.381,134.434,Global CS
56,,,,,71.58533444,39.65243338,3885.329,0.013,0.011,0.011,0.017,2.134,m,FIX,2022-07-26 13:20:41.9 UTC+06:00,2022-07-26 13:20:47.9 UTC+06:00,7,1.6,,,,71.58391564,39.65184122,3874.381,139.096,Global CS
57,,,,,71.58538397,39.65245625,3885.94,0.011,0.01,0.012,0.015,2.134,m,FIX,2022-07-26 13:21:02.8 UTC+06:00,2022-07-26 13:21:07.9 UTC+06:00,6,1.6,,,,71.58391564,39.65184122,3874.381,144.072,Global CS
58,,,,,71.58543726,39.65247387,3885.999,0.01,0.012,0.01,0.015,2.134,m,FIX,2022-07-26 13:21:30.9 UTC+06:00,2022-07-26 13:21:35.9 UTC+06:00,6,1.6,,,,71.58391564,39.65184122,3874.381,149.012,Global CS
59,,,,,71.58547837,39.65249054,3888.767,0.012,0.012,0.011,0.017,2.134,m,FIX,2022-07-26 13:22:01.9 UTC+06:00,2022-07-26 13:22:07.9 UTC+06:00,7,1.6,,,,71.58391564,39.65184122,3874.381,153.26,Global CS
