4  50.00 0.00 45.00  0.00 180.00  0.00 185.00  0.00 116453.76 
4  50.00 0.00 45.00  0.00 185.00  0.00 190.00  0.00 163752.86 
4  50.00 0.00 45.00  0.00 190.00  0.00 195.00  0.00 120889.05 
4  50.00 0.00 45.00  0.00 195.00  0.00 200.00  0.00 141962.28 
4  50.00 0.00 45.00  0.00 200.00  0.00 205.00  0.00 105779.95 
4  50.00 0.00 45.00  0.00 205.00  0.00 210.00  0.00 72689.35 
4  50.00 0.00 45.00  0.00 210.00  0.00 215.00  0.00 48226.10 
4  55.00 0.00 50.00  0.00 60.00  0.00 65.00  0.00 5023.30 
4  55.00 0.00 50.00  0.00 65.00  0.00 70.00  0.00 5604.95 
4  55.00 0.00 50.00  0.00 70.00  0.00 75.00  0.00 5882.36 
4  55.00 0.00 50.00  0.00 75.00  0.00 80.00  0.00 8117.43 
4  55.00 0.00 50.00  0.00 80.00  0.00 85.00  0.00 7909.40 
4  55.00 0.00 50.00  0.00 85.00  0.00 90.00  0.00 19076.52 
4  55.00 0.00 50.00  0.00 90.00  0.00 95.00  0.00 17925.58 
4  55.00 0.00 50.00  0.00 95.00  0.00 100.00  0.00 17598.90 
4  55.00 0.00 50.00  0.00 100.00  0.00 105.00  0.00 29413.11 
4  55.00 0.00 50.00  0.00 105.00  0.00 110.00  0.00 32345.37 
4  55.00 0.00 50.00  0.00 110.00  0.00 115.00  0.00 47746.01 
4  55.00 0.00 50.00  0.00 115.00  0.00 120.00  0.00 41772.65 
4  55.00 0.00 50.00  0.00 120.00  0.00 125.00  0.00 46700.03 
4  55.00 0.00 50.00  0.00 125.00  0.00 130.00  0.00 49818.23 
4  55.00 0.00 50.00  0.00 130.00  0.00 135.00  0.00 53197.66 
4  55.00 0.00 50.00  0.00 135.00  0.00 140.00  0.00 65621.62 
4  55.00 0.00 50.00  0.00 140.00  0.00 145.00  0.00 64984.52 
4  55.00 0.00 50.00  0.00 145.00  0.00 150.00  0.00 83734.23 
4  55.00 0.00 50.00  0.00 150.00  0.00 155.00  0.00 68970.66 
4  55.00 0.00 50.00  0.00 155.00  0.00 160.00  0.00 82455.34 
4  55.00 0.00 50.00  0.00 160.00  0.00 165.00  0.00 50573.62 
4  55.00 0.00 50.00  0.00 165.00  0.00 170.00  0.00 84350.66 
4  55.00 0.00 50.00  0.00 170.00  0.00 175.00  0.00 54947.87 
4  55.00 0.00 50.00  0.00 175.00  0.00 180.00  0.00 48852.00 
4  55.00 0.00 50.00  0.00 180.00  0.00 185.00  0.00 56463.50 
4  55.00 0.00 50.00  0.00 185.00  0.00 190.00  0.00 80818.16 
4  55.00 0.00 50.00  0.00 190.00  0.00 195.00  0.00 62518.08 
4  55.00 0.00 50.00  0.00 195.00  0.00 200.00  0.00 71651.98 
4  55.00 0.00 50.00  0.00 200.00  0.00 205.00  0.00 53043.95 
