48 	 # Number of sensors 
# x z 
0	-21.8
5	-22.17
10	-22.98
15	-24.16
20	-24.67
25	-24.54
30	-24.01
35	-23.17
40	-22.54
45	-21.95
50	-21.14
55	-20.25
60	-19.56
65	-18.55
70	-17.02
75	-16.26
80	-15.19
85	-14.19
90	-13.23
95	-12.53
100	-11.21
105	-10.51
110	-9.63
115	-9.14
120	-8.66
125	-8.31
130	-7.86
135	-7.09
140	-6.68
145	-6.01
150	-5.21
155	-4.83
160	-4.47
165	-3.93
170	-3.16
175	-2.99
180	-2.86
185	-1.77
190	-1.19
195	-0.49
200	-0.05
205	0
210	-0.08
215	-0.2
220	-0.68
225	-0.8
230	-0.6
235	-0.47
896 	 # Number of measurements 
# a b m n rhoa err
29 28 42 43 201629.00 0.040 
30 29 43 44 218251.00 0.040 
31 30 44 45 202478.00 0.040 
32 31 45 46 273293.00 0.040 
33 32 46 47 191045.00 0.040 
34 33 47 48 212132.00 0.040 
2 1 16 17 201559.00 0.040 
3 2 17 18 157261.00 0.040 
4 3 18 19 166257.00 0.040 
5 4 19 20 133523.00 0.040 
6 5 20 21 156747.00 0.040 
7 6 21 22 151099.00 0.040 
8 7 22 23 229081.00 0.040 
9 8 23 24 160537.00 0.040 
10 9 24 25 211264.00 0.040 
11 10 25 26 182116.00 0.040 
12 11 26 27 228592.00 0.040 
13 12 27 28 146670.00 0.040 
14 13 28 29 278404.00 0.040 
15 14 29 30 316826.00 0.040 
16 15 30 31 188827.00 0.040 
17 16 31 32 268623.00 0.040 
18 17 32 33 177837.00 0.040 
19 18 33 34 250840.00 0.040 
20 19 34 35 200820.00 0.040 
21 20 35 36 231026.00 0.040 
22 21 36 37 183640.00 0.040 
23 22 37 38 266931.00 0.040 
24 23 38 39 270807.00 0.040 
27 26 41 42 195073.00 0.040 
28 27 42 43 157868.00 0.040 
29 28 43 44 222302.00 0.040 
30 29 44 45 252481.00 0.040 
31 30 45 46 211167.00 0.040 
32 31 46 47 303272.00 0.040 
33 32 47 48 184583.00 0.040 
2 1 17 18 209070.00 0.040 
3 2 18 19 171460.00 0.040 
4 3 19 20 162615.00 0.040 
5 4 20 21 179526.00 0.040 
6 5 21 22 151105.00 0.040 
7 6 22 23 176425.00 0.040 
8 7 23 24 194086.00 0.040 
9 8 24 25 222311.00 0.040 
10 9 25 26 183440.00 0.040 
11 10 26 27 215375.00 0.040 
12 11 27 28 223157.00 0.040 
13 12 28 29 204174.00 0.040 
14 13 29 30 315848.00 0.040 
15 14 30 31 301299.00 0.040 
16 15 31 32 215119.00 0.040 
17 16 32 33 191859.00 0.040 
18 17 33 34 257082.00 0.040 
19 18 34 35 241321.00 0.040 
20 19 35 36 184939.00 0.040 
21 20 36 37 228246.00 0.040 
22 21 37 38 272006.00 0.040 
23 22 38 39 323160.00 0.040 
24 23 39 40 250604.00 0.040 
27 26 42 43 184138.00 0.040 
28 27 43 44 173372.00 0.040 
29 28 44 45 247445.00 0.040 
30 29 45 46 242105.00 0.040 
31 30 46 47 246156.00 0.040 
32 31 47 48 289338.00 0.040 
2 1 18 19 222689.00 0.040 
3 2 19 20 173915.00 0.040 
4 3 20 21 222571.00 0.040 
5 4 21 22 163937.00 0.040 
6 5 22 23 171682.00 0.040 
7 6 23 24 147061.00 0.040 
8 7 24 25 262094.00 0.040 
9 8 25 26 194166.00 0.040 
10 9 26 27 215836.00 0.040 
11 10 27 28 208661.00 0.040 
12 11 28 29 327209.00 0.040 
13 12 29 30 244715.00 0.040 
14 13 30 31 299728.00 0.040 
15 14 31 32 353305.00 0.040 
16 15 32 33 153086.00 0.040 
17 16 33 34 281540.00 0.040 
18 17 34 35 245972.00 0.040 
19 18 35 36 219858.00 0.040 
20 19 36 37 181767.00 0.040 
21 20 37 38 350238.00 0.040 
22 21 38 39 295258.00 0.040 
23 22 39 40 340492.00 0.040 
24 23 40 41 194820.00 0.040 
27 26 43 44 202316.00 0.040 
28 27 44 45 200514.00 0.040 
29 28 45 46 247716.00 0.040 
30 29 46 47 294515.00 0.040 
31 30 47 48 246653.00 0.040 
2 1 19 20 228128.00 0.040 
3 2 20 21 233185.00 0.040 
4 3 21 22 198753.00 0.040 
5 4 22 23 186366.00 0.040 
6 5 23 24 143689.00 0.040 
7 6 24 25 203399.00 0.040 
8 7 25 26 236608.00 0.040 
9 8 26 27 226821.00 0.040 
10 9 27 28 208922.00 0.040 
11 10 28 29 302466.00 0.040 
12 11 29 30 369017.00 0.040 
13 12 30 31 230878.00 0.040 
14 13 31 32 339840.00 0.040 
15 14 32 33 248498.00 0.040 
16 15 33 34 224168.00 0.040 
17 16 34 35 269129.00 0.040 
18 17 35 36 222833.00 0.040 
19 18 36 37 217110.00 0.040 
20 19 37 38 281998.00 0.040 
21 20 38 39 344491.00 0.040 
22 21 39 40 322032.00 0.040 
23 22 40 41 264193.00 0.040 
24 23 41 42 209536.00 0.040 
25 24 42 43 369638.00 0.040 
27 26 44 45 276404.00 0.040 
28 27 45 46 185419.00 0.040 
29 28 46 47 292828.00 0.040 
30 29 47 48 291944.00 0.040 
2 1 20 21 303976.00 0.040 
3 2 21 22 208199.00 0.040 
4 3 22 23 224311.00 0.040 
5 4 23 24 155740.00 0.040 
6 5 24 25 194742.00 0.040 
7 6 25 26 174858.00 0.040 
8 7 26 27 276341.00 0.040 
9 8 27 28 218663.00 0.040 
10 9 28 29 303872.00 0.040 
11 10 29 30 342287.00 0.040 
12 11 30 31 346963.00 0.040 
13 12 31 32 248218.00 0.040 
14 13 32 33 239627.00 0.040 
15 14 33 34 348637.00 0.040 
16 15 34 35 213688.00 0.040 
17 16 35 36 242390.00 0.040 
18 17 36 37 219006.00 0.040 
19 18 37 38 342856.00 0.040 
20 19 38 39 266210.00 0.040 
21 20 39 40 391225.00 0.040 
22 21 40 41 249850.00 0.040 
23 22 41 42 283069.00 0.040 
24 23 42 43 193858.00 0.040 
25 24 43 44 370933.00 0.040 
27 26 45 46 182929.00 0.040 
28 27 46 47 226583.00 0.040 
29 28 47 48 292131.00 0.040 
2 1 21 22 271285.00 0.040 
3 2 22 23 231545.00 0.040 
4 3 23 24 187797.00 0.040 
5 4 24 25 211305.00 0.040 
6 5 25 26 171300.00 0.040 
7 6 26 27 216827.00 0.040 
8 7 27 28 264980.00 0.040 
9 8 28 29 317298.00 0.040 
10 9 29 30 339620.00 0.040 
11 10 30 31 321871.00 0.040 
12 11 31 32 386360.00 0.040 
13 12 32 33 181727.00 0.040 
14 13 33 34 346532.00 0.040 
15 14 34 35 328690.00 0.040 
16 15 35 36 190998.00 0.040 
17 16 36 37 239425.00 0.040 
18 17 37 38 343953.00 0.040 
19 18 38 39 312689.00 0.040 
20 19 39 40 306760.00 0.040 
21 20 40 41 302698.00 0.040 
22 21 41 42 266996.00 0.040 
23 22 42 43 262141.00 0.040 
